,Avr ROC Shape,Avr ROC ESP,Avr ROC Average,Std Shape,Std Esp,Std Avr
0,0.7644099157860436,0.6475035021873137,0.7262490450312968,0.1520634239259359,0.17174073322954556,0.15804605352313036
