,ROC Shape,ROC ESP,ROC Average
0,0.7462419326052288,0.3885432919000765,0.6343447922483924
1,0.754651166137956,0.34229646560310434,0.5958156056951058
2,0.7709162142400672,0.5790259250516717,0.6869404639219773
3,0.794762166581267,0.3415422613461683,0.6262514896973396
4,0.8020422527102418,0.5748907555284324,0.660595130488851
5,0.7431157271738067,0.32283684431727244,0.5786286724277893
6,0.7799479541489871,0.5356994812686752,0.6428886023040652
7,0.7663866707351477,0.5564760813619432,0.6365455142118566
8,0.7705981242767412,0.5418324284801345,0.6356128341383936
9,0.7972327612511731,0.4268537016460076,0.6399840523222007
