,ROC Shape,ROC ESP,ROC Average
0,0.617531713,0.719908976,0.700784352
1,0.691427811,0.769524063,0.749540041
2,0.62791711,0.734797134,0.718008618
3,0.742652755,0.763980343,0.783843323
4,0.70366515,0.77084342,0.757976663
5,0.733853007,0.769645105,0.775309867
6,0.641449598,0.736116491,0.724097027
7,0.643089716,0.729374455,0.71948533
8,0.608865111,0.688801201,0.689830057
9,0.657051903,0.738985184,0.730391208
,0.666750387,0.742197637,0.734926649
