,ROC Shape,ROC ESP,ROC Average
0,0.9151109307359307,0.9460001803751803,0.9484577922077922
1,0.921875,0.9580402236652237,0.9534181096681097
2,0.9262378246753247,0.9501713564213564,0.9649170274170275
3,0.9143217893217893,0.9163284632034632,0.9450081168831168
4,0.9049761002886004,0.9292478354978355,0.9407016594516595
5,0.9193722943722944,0.9558531746031746,0.9501488095238095
6,0.9059681637806638,0.9195075757575758,0.9303526334776335
7,0.9185718795093795,0.9489312770562771,0.9476911976911977
8,0.9250766594516595,0.9294282106782108,0.9540494227994227
9,0.9330131673881674,0.9272186147186148,0.9564619408369409
