,ROC Shape,ROC ESP,ROC Average
0,0.5916511578600203,0.5076889653204761,0.5235223444604113
1,0.3339837870804443,0.5232108595674287,0.24774304328593005
2,0.4811787216555291,0.7173706487000087,0.5547074790402077
3,0.49539447336804165,0.7361251802816975,0.5821652649846483
4,0.5203499100881843,0.7524558882423614,0.6189440400375876
5,0.4724466745715774,0.6887873291086558,0.5692059229245028
6,0.49641268869048083,0.7057095966139759,0.5976295737892007
7,0.3752856368819053,0.5125680228038352,0.2860504500825828
8,0.4831130690161527,0.6879130773922171,0.5793383432668221
9,0.5404223630448042,0.7355205331364958,0.6252522635005143
