,ROC Shape,ROC ESP,ROC Average
0,0.6873425208947886,0.48152501229105205,0.6183321042281219
1,0.5812822640117993,0.3351923549655851,0.4432307030481809
2,0.7376474926253688,0.48912241887905605,0.6631713987217306
3,0.5645203416912488,0.3552498156342183,0.48770126597836766
4,0.6527700958702066,0.555171460176991,0.6274735742379548
5,0.6696472468043265,0.5635063298918388,0.6556892207472961
6,0.6674118117010815,0.5053466076696165,0.6170722713864305
7,0.6183013765978368,0.4836298549655851,0.578232546705998
8,0.7084716076696166,0.5023276179941003,0.6956428220255655
9,0.6556200835791544,0.5433413225172076,0.6129470870206489
