,ROC Shape,ROC ESP,ROC Average
0,0.6867651,0.374611221,0.516910935
1,0.169581945,0.734524066,0.500156035
2,0.520014241,0.298271787,0.387157658
3,0.858585422,0.294187928,0.570310559
4,0.451575732,0.72645139,0.6289963
5,0.498412518,0.259509174,0.326287048
6,0.482947997,0.356847892,0.394441925
7,0.599985706,0.263012297,0.38813952
8,0.87708178,0.649634122,0.818043744
9,0.552056111,0.273028492,0.376458575
,0.569700655,0.423007837,0.49069023
