,ROC Shape,ROC ESP,ROC Average
0,0.24348373887707692,0.506102842743523,0.3352823056933616
1,0.35294117647058826,0.541066225687062,0.4070202378140011
2,0.7949838569966139,0.3977478541617451,0.6518229781872588
3,0.615954012126939,0.4486180014174344,0.5184660209465313
4,0.6927907709268447,0.43345932750610283,0.547582486809985
5,0.25425230333097093,0.5089180250413418,0.30630364595637455
6,0.28957004488542404,0.5597881722970313,0.40709898417198204
7,0.7853768013229389,0.5661272541144973,0.6868060477202929
8,0.7861839514922434,0.508425860303961,0.6275494133396331
9,0.8007520277187179,0.5362430112607293,0.6572367902984487
