,ROC Shape,ROC ESP,ROC Average
0,0.8012080488938133,0.7195277410438782,0.7577826226812967
1,0.8323147122246447,0.7178359960446525,0.7659196778536282
2,0.9243718503163086,0.7729368454912614,0.9230970847183007
3,0.5110499541322658,0.7936666785803638,0.7780835626720041
4,0.9581114407233997,0.7806211801708424,0.9423257919630199
5,0.8423877431883436,0.7441652668072484,0.7767968833768183
6,0.8775391067109857,0.7224585105495789,0.7869711807665273
7,0.9125296353217293,0.7269261469911957,0.8065453852293982
8,0.925801493977626,0.7021575705588716,0.8098335656504283
9,0.9611494335036993,0.7879481039350943,0.9522499017119983
