,ROC Shape,ROC ESP,ROC Average
0,0.8625129226174523,0.7660623348776658,0.8748037676609104
1,0.8652218861278095,0.7703890186468584,0.8688115020867633
2,0.8648964276141977,0.7409733124018838,0.8626182180189148
3,0.8404583221656393,0.789744227897538,0.862599073400467
4,0.8626373626373627,0.7879063445265536,0.8746601830225524
5,0.8744208752919553,0.7647700731324425,0.8747367614963434
6,0.8492361297239346,0.7862694796492705,0.8597848144886473
7,0.8560516138913351,0.44696940689972053,0.7612761802657273
8,0.8586983573917372,0.7772619366696023,0.8623119041237508
9,0.8637573228165564,0.8110043266837692,0.8770628326377455
