,ROC Morgan
0,0.9926132997163567
1,0.996865742199811
2,0.9414951150330917
3,0.9623132682004412
4,0.9704762054837692
5,0.965060825716987
6,0.9823154743145288
7,0.990059880239521
8,0.9772313268200441
9,0.98615190671289
