,ROC Morgan
0,0.7520481036729231
1,0.7535814522660844
2,0.7662190548297356
3,0.7671648413564813
4,0.7315126597880057
5,0.7684755431911823
6,0.7644926400676126
7,0.7714943479945064
8,0.7404202908757966
9,0.7096360531042012
