,ROC Morgan
0,0.663863643714221
1,0.7221063280039961
2,0.5661118118668492
3,0.6300009702771758
4,0.42342895953944176
5,0.6783926460177309
6,0.5671638438788088
7,0.5321943357374646
8,0.7005967204631457
9,0.6622743656363761
