,ROC Morgan
0,0.5368033790438216
1,0.8181769537716392
2,0.3231650322248465
3,0.4779696475772244
4,0.3328429633687462
5,0.27466218542233556
6,0.5148499217204147
7,0.2405164581705627
8,0.7208878147273384
9,0.3862771995366088
