,ROC Morgan
0,0.6302747909199521
1,0.6727718040621267
2,0.964551971326165
3,0.9548984468339305
4,0.9697610513739546
5,0.9657108721624852
6,0.9683632019115891
7,0.9790083632019115
8,0.9607168458781361
9,0.9677777777777777
