,ROC Morgan
0,0.5308488857390345
1,0.40975667375383884
2,0.5917296637530514
3,0.4663753051421372
4,0.5172749822820695
5,0.44613749114103474
6,0.379045594141271
7,0.603413654618474
8,0.4911016615481533
9,0.5159264509016459
