,ROC Morgan
0,0.8081360104143
1,0.8098798026968214
2,0.8059227563008562
3,0.8617698711025785
4,0.8263001993059286
5,0.805448987480659
6,0.8062732375530702
7,0.8073655977078203
8,0.806660866587777
9,0.8051544970890137
