,ROC Morgan
0,0.754306448734261
1,0.738838064861566
2,0.7540200238351575
3,0.712782754630296
4,0.7562207457986216
5,0.7491515202109469
6,0.7585718768171429
7,0.7165652904837846
8,0.7402817039258922
9,0.7073485978133833
