,ROC Morgan
0,0.9347120649385458
1,0.9349944480606502
2,0.9347120649385458
3,0.9424704215644982
4,0.9136721292644637
5,0.9339319217367997
6,0.9307395566106368
7,0.931969598345905
8,0.9330512692882031
9,0.9330512692882031
