,ROC Morgan
0,0.5779785415701456
1,0.37608790679534393
2,0.6036027546781628
3,0.5842828387529088
4,0.5462594328880932
5,0.5856099214482215
6,0.5477527281103337
7,0.5041867234145027
8,0.6172073154452008
9,0.5788240005653843
