,ROC Morgan
0,0.49841634429400383
1,0.6541344294003869
2,0.6528167311411992
3,0.6962403288201161
4,0.6795152321083172
5,0.6795091876208897
6,0.5996735976789168
7,0.7046965667311413
8,0.6915377176015474
9,0.7032640232108317
