,ROC Morgan
0,0.3989776324033165
1,0.45677618571044987
2,0.558526781718619
3,0.5412201690791776
4,0.4712410802190381
5,0.5141577367149168
6,0.49266482778821974
7,0.5324793939837756
8,0.666853809163473
9,0.6813817625568547
