,ROC Morgan
0,0.6449679820006923
1,0.6153791475053156
2,0.6110863867873213
3,0.6110863867873213
4,0.5954729763140978
5,0.6074766355140186
6,0.5881638480937545
7,0.5346295060080106
8,0.553698140730851
9,0.53191910201256
