,ROC Morgan
0,0.7047363706788032
1,0.9038019269875085
2,0.8499261644233562
3,0.9428984700300185
4,0.9428984700300185
5,0.8530974629611698
6,0.7414120751428295
7,0.7044337658564926
8,0.6716132468287014
9,0.6716132468287014
