,ROC Shape,ROC ESP,ROC Average
0,0.6867662224337617,0.5571212719908759,0.6292335335973585
1,0.16958157092010695,0.6956106556027528,0.6053193447863999
2,0.5200134931254659,0.3788282908109047,0.40772662912838753
3,0.8585854220362271,0.48383631334584604,0.612115674177316
4,0.4515761063165489,0.49656161037421537,0.46875215156604066
5,0.49841214426194175,0.3682983395148761,0.3848942103041678
6,0.4829532358056511,0.473376334719316,0.4738650208496104
7,0.5999860803031799,0.3751347067434196,0.4464742755022316
8,0.87708178046393,0.6014109783002404,0.7517975866538545
9,0.5520561113456006,0.3527153885990199,0.3984393475404045
