,ROC Shape,ROC ESP,ROC Average
0,0.9151109307359307,0.9346365440115441,0.9526515151515151
1,0.921875,0.9287292568542569,0.9521103896103896
2,0.9262378246753247,0.835407647907648,0.914163961038961
3,0.9143217893217893,0.8374819624819625,0.8988997113997114
4,0.9049761002886004,0.8579770923520923,0.9189439033189033
5,0.9193722943722944,0.8808170995670996,0.9353129509379509
6,0.9059681637806638,0.8957656926406926,0.9303526334776334
7,0.9185718795093795,0.8459370490620489,0.9182900432900434
8,0.9250766594516595,0.864650974025974,0.9156069624819625
9,0.9330131673881674,0.7536300505050505,0.8935786435786436
