,ROC Shape,ROC ESP,ROC Average
0,0.7653618235461117,0.5800119308156437,0.6722277923319354
1,0.8362243999554391,0.5252918917170671,0.6836141746714534
2,0.7555494464029668,0.5329948144075379,0.6307646143507588
3,0.8021532966065454,0.5997139479140838,0.6986211283245469
4,0.8467015966449971,0.7329024583948741,0.815814439880548
5,0.8201770935526879,0.5964635193749976,0.6871449055057839
6,0.8587159639344379,0.6760010924602275,0.7721339988716035
7,0.9223400929309917,0.6388322893869646,0.7657732929410539
8,0.8963600231429074,0.7620449130523841,0.8387830568043383
9,0.8647577361636678,0.7604888759518599,0.8253537019667877
