,ROC Shape,ROC ESP,ROC Average
0,0.6883591702516936,0.8742520892053602,0.8820464322800772
1,0.8987909805666814,0.9112767640805024,0.9480480146367997
2,0.9012850467289719,0.9075742965929882,0.9465027443999406
3,0.8762238540275923,0.8627181921574445,0.9109615289521831
4,0.7414144785640113,0.5886057953814964,0.7079068387479603
5,0.8765267269940166,0.8641769272610395,0.9109553478712357
6,0.8973569697868763,0.8544108193640904,0.9129827424219947
7,0.7886502991643178,0.8474138357315926,0.8709513919794293
8,0.794874647678386,0.8786591999208822,0.8943035157988429
9,0.8218241606092074,0.8136836770014341,0.8583296246847648
