,Avr ROC Shape,Avr ROC ESP,Avr ROC Average,Std Shape,Std Esp,Std Avr
0,0.7644099944838944,0.6898685275837559,0.7428944048977777,0.1520636118983899,0.1554669788741276,0.16013356526150277
