,ROC Shape,ROC ESP,ROC Average
0,0.8781369687194136,0.8327003853678654,0.8840267765523196
1,0.8846076817307206,0.8291503494583422,0.8880861139435547
2,0.896434135904893,0.7764930985880613,0.8447362668955114
3,0.9212079382119319,0.84951594824291,0.9329218722913076
4,0.9249593258700387,0.8243534401538457,0.9269922248076122
5,0.8821338547661682,0.8063351505238914,0.8814318155144214
6,0.8258964190614424,0.7731497981637151,0.8536764998820962
7,0.8868349335593068,0.8104924719211218,0.9042179422712693
8,0.8788034753096456,0.7992113902638354,0.8919053366827353
9,0.8607205808405736,0.7628237913780536,0.8540533614436167
