,ROC Morgan
0,0.9098798996175907
1,0.9135732851338434
2,0.9134201720841301
3,0.9048719825525813
4,0.9068960623804971
5,0.9093197299235181
6,0.9141185169694074
7,0.9232530174474188
8,0.9140102174952198
9,0.9106902784416826
